date,store_id,item_id,qty_sold,unit_cost,promo_flag,stockout_flag,lead_time,ordering_cost,holding_rate,day_of_week,month,week_of_year,is_weekend,quarter,year
2023-05-30,S01,ITEM_D,0.0,200.0,0,0,7.0,500.0,0.2,1,5,22,0,2,2023
2023-05-31,S01,ITEM_D,0.0,200.0,0,0,7.0,500.0,0.2,2,5,22,0,2,2023
2023-06-01,S01,ITEM_D,67.0,200.0,1,0,7.0,500.0,0.2,3,6,22,0,2,2023
2023-06-02,S01,ITEM_D,61.0,200.0,0,0,7.0,500.0,0.2,4,6,22,0,2,2023
2023-06-03,S01,ITEM_D,0.0,200.0,0,0,7.0,500.0,0.2,5,6,22,1,2,2023
2023-06-04,S01,ITEM_D,51.0,200.0,0,0,7.0,500.0,0.2,6,6,22,1,2,2023
2023-06-05,S01,ITEM_D,55.0,200.0,1,0,7.0,500.0,0.2,0,6,23,0,2,2023
2023-06-06,S01,ITEM_D,61.0,200.0,0,0,7.0,500.0,0.2,1,6,23,0,2,2023
2023-06-07,S01,ITEM_D,41.0,200.0,0,0,7.0,500.0,0.2,2,6,23,0,2,2023
2023-06-08,S01,ITEM_D,53.0,200.0,0,0,7.0,500.0,0.2,3,6,23,0,2,2023
2023-06-09,S01,ITEM_D,53.0,200.0,0,0,7.0,500.0,0.2,4,6,23,0,2,2023
2023-06-10,S01,ITEM_D,58.0,200.0,0,0,7.0,500.0,0.2,5,6,23,1,2,2023
2023-06-11,S01,ITEM_D,66.0,200.0,0,0,7.0,500.0,0.2,6,6,23,1,2,2023
2023-06-12,S01,ITEM_D,51.0,200.0,0,0,7.0,500.0,0.2,0,6,24,0,2,2023
2023-06-13,S01,ITEM_D,48.0,200.0,0,0,7.0,500.0,0.2,1,6,24,0,2,2023
2023-06-14,S01,ITEM_D,49.0,200.0,0,0,7.0,500.0,0.2,2,6,24,0,2,2023
2023-06-15,S01,ITEM_D,51.0,200.0,0,0,7.0,500.0,0.2,3,6,24,0,2,2023
2023-06-16,S01,ITEM_D,41.0,200.0,0,0,7.0,500.0,0.2,4,6,24,0,2,2023
2023-06-17,S01,ITEM_D,58.0,200.0,0,0,7.0,500.0,0.2,5,6,24,1,2,2023
2023-06-18,S01,ITEM_D,58.0,200.0,0,0,7.0,500.0,0.2,6,6,24,1,2,2023
2023-06-19,S01,ITEM_D,49.0,200.0,0,0,7.0,500.0,0.2,0,6,25,0,2,2023
2023-06-20,S01,ITEM_D,40.0,200.0,0,0,7.0,500.0,0.2,1,6,25,0,2,2023
2023-06-21,S01,ITEM_D,41.0,200.0,0,0,7.0,500.0,0.2,2,6,25,0,2,2023
2023-06-22,S01,ITEM_D,42.0,200.0,0,0,7.0,500.0,0.2,3,6,25,0,2,2023
2023-06-23,S01,ITEM_D,42.0,200.0,0,0,7.0,500.0,0.2,4,6,25,0,2,2023
2023-06-24,S01,ITEM_D,83.0,200.0,1,0,7.0,500.0,0.2,5,6,25,1,2,2023
2023-06-25,S01,ITEM_D,53.0,200.0,0,0,7.0,500.0,0.2,6,6,25,1,2,2023
2023-06-26,S01,ITEM_D,42.0,200.0,0,0,7.0,500.0,0.2,0,6,26,0,2,2023
2023-06-27,S01,ITEM_D,49.0,200.0,0,0,7.0,500.0,0.2,1,6,26,0,2,2023
2023-06-28,S01,ITEM_D,43.0,200.0,0,0,7.0,500.0,0.2,2,6,26,0,2,2023
2023-06-29,S01,ITEM_D,62.0,200.0,1,0,7.0,500.0,0.2,3,6,26,0,2,2023
2023-06-30,S01,ITEM_D,43.0,200.0,0,0,7.0,500.0,0.2,4,6,26,0,2,2023
2023-07-01,S01,ITEM_D,54.0,200.0,0,0,7.0,500.0,0.2,5,7,26,1,3,2023
2023-07-02,S01,ITEM_D,59.0,200.0,0,0,7.0,500.0,0.2,6,7,26,1,3,2023
2023-07-03,S01,ITEM_D,32.0,200.0,0,0,7.0,500.0,0.2,0,7,27,0,3,2023
2023-07-04,S01,ITEM_D,57.0,200.0,0,0,7.0,500.0,0.2,1,7,27,0,3,2023
2023-07-05,S01,ITEM_D,0.0,200.0,0,0,7.0,500.0,0.2,2,7,27,0,3,2023
2023-07-06,S01,ITEM_D,48.0,200.0,0,0,7.0,500.0,0.2,3,7,27,0,3,2023
2023-07-07,S01,ITEM_D,46.0,200.0,0,0,7.0,500.0,0.2,4,7,27,0,3,2023
2023-07-08,S01,ITEM_D,51.0,200.0,0,0,7.0,500.0,0.2,5,7,27,1,3,2023
2023-07-09,S01,ITEM_D,60.0,200.0,0,0,7.0,500.0,0.2,6,7,27,1,3,2023
2023-07-10,S01,ITEM_D,47.0,200.0,1,0,7.0,500.0,0.2,0,7,28,0,3,2023
2023-07-11,S01,ITEM_D,44.0,200.0,0,0,7.0,500.0,0.2,1,7,28,0,3,2023
2023-07-12,S01,ITEM_D,37.0,200.0,0,0,7.0,500.0,0.2,2,7,28,0,3,2023
2023-07-13,S01,ITEM_D,47.0,200.0,0,0,7.0,500.0,0.2,3,7,28,0,3,2023
2023-07-14,S01,ITEM_D,46.0,200.0,0,0,7.0,500.0,0.2,4,7,28,0,3,2023
2023-07-15,S01,ITEM_D,67.0,200.0,0,0,7.0,500.0,0.2,5,7,28,1,3,2023
2023-07-16,S01,ITEM_D,81.0,200.0,0,0,7.0,500.0,0.2,6,7,28,1,3,2023
2023-07-17,S01,ITEM_D,0.0,200.0,0,0,7.0,500.0,0.2,0,7,29,0,3,2023
2023-07-18,S01,ITEM_D,44.0,200.0,0,0,7.0,500.0,0.2,1,7,29,0,3,2023
2023-07-19,S01,ITEM_D,52.0,200.0,0,0,7.0,500.0,0.2,2,7,29,0,3,2023
2023-07-20,S01,ITEM_D,67.0,200.0,1,0,7.0,500.0,0.2,3,7,29,0,3,2023
2023-07-21,S01,ITEM_D,44.0,200.0,0,0,7.0,500.0,0.2,4,7,29,0,3,2023
2023-07-22,S01,ITEM_D,49.0,200.0,0,0,7.0,500.0,0.2,5,7,29,1,3,2023
2023-07-23,S01,ITEM_D,58.0,200.0,0,0,7.0,500.0,0.2,6,7,29,1,3,2023
2023-07-24,S01,ITEM_D,49.0,200.0,0,0,7.0,500.0,0.2,0,7,30,0,3,2023
2023-07-25,S01,ITEM_D,45.0,200.0,0,0,7.0,500.0,0.2,1,7,30,0,3,2023
2023-07-26,S01,ITEM_D,42.0,200.0,0,0,7.0,500.0,0.2,2,7,30,0,3,2023
2023-07-27,S01,ITEM_D,61.0,200.0,1,0,7.0,500.0,0.2,3,7,30,0,3,2023
2023-07-28,S01,ITEM_D,53.0,200.0,0,0,7.0,500.0,0.2,4,7,30,0,3,2023
2023-07-29,S01,ITEM_D,96.0,200.0,1,0,7.0,500.0,0.2,5,7,30,1,3,2023
2023-07-30,S01,ITEM_D,60.0,200.0,0,0,7.0,500.0,0.2,6,7,30,1,3,2023
2023-07-31,S01,ITEM_D,52.0,200.0,0,0,7.0,500.0,0.2,0,7,31,0,3,2023
2023-08-01,S01,ITEM_D,38.0,200.0,0,0,7.0,500.0,0.2,1,8,31,0,3,2023
2023-08-02,S01,ITEM_D,52.0,200.0,0,0,7.0,500.0,0.2,2,8,31,0,3,2023
2023-08-03,S01,ITEM_D,76.0,200.0,1,0,7.0,500.0,0.2,3,8,31,0,3,2023
2023-08-04,S01,ITEM_D,36.0,200.0,0,0,7.0,500.0,0.2,4,8,31,0,3,2023
2023-08-05,S01,ITEM_D,92.0,200.0,0,0,7.0,500.0,0.2,5,8,31,1,3,2023
2023-08-06,S01,ITEM_D,65.0,200.0,0,0,7.0,500.0,0.2,6,8,31,1,3,2023
2023-08-07,S01,ITEM_D,48.0,200.0,0,0,7.0,500.0,0.2,0,8,32,0,3,2023
2023-08-08,S01,ITEM_D,47.0,200.0,0,0,7.0,500.0,0.2,1,8,32,0,3,2023
2023-08-09,S01,ITEM_D,56.0,200.0,0,0,7.0,500.0,0.2,2,8,32,0,3,2023
2023-08-10,S01,ITEM_D,49.0,200.0,0,0,7.0,500.0,0.2,3,8,32,0,3,2023
2023-08-11,S01,ITEM_D,56.0,200.0,1,0,7.0,500.0,0.2,4,8,32,0,3,2023
2023-08-12,S01,ITEM_D,50.0,200.0,0,0,7.0,500.0,0.2,5,8,32,1,3,2023
2023-08-13,S01,ITEM_D,50.0,200.0,0,0,7.0,500.0,0.2,6,8,32,1,3,2023
2023-08-14,S01,ITEM_D,51.0,200.0,0,0,7.0,500.0,0.2,0,8,33,0,3,2023
2023-08-15,S01,ITEM_D,57.0,200.0,0,0,7.0,500.0,0.2,1,8,33,0,3,2023
2023-08-16,S01,ITEM_D,42.0,200.0,0,0,7.0,500.0,0.2,2,8,33,0,3,2023
2023-08-17,S01,ITEM_D,32.0,200.0,0,0,7.0,500.0,0.2,3,8,33,0,3,2023
2023-08-18,S01,ITEM_D,33.0,200.0,0,0,7.0,500.0,0.2,4,8,33,0,3,2023
2023-08-19,S01,ITEM_D,64.0,200.0,0,0,7.0,500.0,0.2,5,8,33,1,3,2023
2023-08-20,S01,ITEM_D,65.0,200.0,0,0,7.0,500.0,0.2,6,8,33,1,3,2023
2023-08-21,S01,ITEM_D,65.0,200.0,1,0,7.0,500.0,0.2,0,8,34,0,3,2023
2023-08-22,S01,ITEM_D,58.0,200.0,0,0,7.0,500.0,0.2,1,8,34,0,3,2023
2023-08-23,S01,ITEM_D,56.0,200.0,0,0,7.0,500.0,0.2,2,8,34,0,3,2023
2023-08-24,S01,ITEM_D,52.0,200.0,0,0,7.0,500.0,0.2,3,8,34,0,3,2023
2023-08-25,S01,ITEM_D,47.0,200.0,0,0,7.0,500.0,0.2,4,8,34,0,3,2023
2023-08-26,S01,ITEM_D,58.0,200.0,0,0,7.0,500.0,0.2,5,8,34,1,3,2023
2023-08-27,S01,ITEM_D,0.0,200.0,0,0,7.0,500.0,0.2,6,8,34,1,3,2023
2023-08-28,S01,ITEM_D,52.0,200.0,0,0,7.0,500.0,0.2,0,8,35,0,3,2023
2023-08-29,S01,ITEM_D,39.0,200.0,0,0,7.0,500.0,0.2,1,8,35,0,3,2023
2023-08-30,S01,ITEM_D,38.0,200.0,0,0,7.0,500.0,0.2,2,8,35,0,3,2023
2023-08-31,S01,ITEM_D,39.0,200.0,0,0,7.0,500.0,0.2,3,8,35,0,3,2023
2023-09-01,S01,ITEM_D,45.0,200.0,0,0,7.0,500.0,0.2,4,9,35,0,3,2023
2023-09-02,S01,ITEM_D,63.0,200.0,0,0,7.0,500.0,0.2,5,9,35,1,3,2023
2023-09-03,S01,ITEM_D,54.0,200.0,0,0,7.0,500.0,0.2,6,9,35,1,3,2023
2023-09-04,S01,ITEM_D,43.0,200.0,0,0,7.0,500.0,0.2,0,9,36,0,3,2023
2023-09-05,S01,ITEM_D,49.0,200.0,0,0,7.0,500.0,0.2,1,9,36,0,3,2023
2023-09-06,S01,ITEM_D,29.0,200.0,0,0,7.0,500.0,0.2,2,9,36,0,3,2023
2023-09-07,S01,ITEM_D,45.0,200.0,0,0,7.0,500.0,0.2,3,9,36,0,3,2023
2023-09-08,S01,ITEM_D,43.0,200.0,0,0,7.0,500.0,0.2,4,9,36,0,3,2023
2023-09-09,S01,ITEM_D,56.0,200.0,0,0,7.0,500.0,0.2,5,9,36,1,3,2023
2023-09-10,S01,ITEM_D,59.0,200.0,0,0,7.0,500.0,0.2,6,9,36,1,3,2023
2023-09-11,S01,ITEM_D,47.0,200.0,0,0,7.0,500.0,0.2,0,9,37,0,3,2023
2023-09-12,S01,ITEM_D,44.0,200.0,0,0,7.0,500.0,0.2,1,9,37,0,3,2023
2023-09-13,S01,ITEM_D,39.0,200.0,0,0,7.0,500.0,0.2,2,9,37,0,3,2023
2023-09-14,S01,ITEM_D,47.0,200.0,0,0,7.0,500.0,0.2,3,9,37,0,3,2023
2023-09-15,S01,ITEM_D,42.0,200.0,0,0,7.0,500.0,0.2,4,9,37,0,3,2023
2023-09-16,S01,ITEM_D,84.0,200.0,1,0,7.0,500.0,0.2,5,9,37,1,3,2023
2023-09-17,S01,ITEM_D,76.0,200.0,0,0,7.0,500.0,0.2,6,9,37,1,3,2023
2023-09-18,S01,ITEM_D,44.0,200.0,0,0,7.0,500.0,0.2,0,9,38,0,3,2023
2023-09-19,S01,ITEM_D,40.0,200.0,0,0,7.0,500.0,0.2,1,9,38,0,3,2023
2023-09-20,S01,ITEM_D,48.0,200.0,0,0,7.0,500.0,0.2,2,9,38,0,3,2023
2023-09-21,S01,ITEM_D,47.0,200.0,0,0,7.0,500.0,0.2,3,9,38,0,3,2023
2023-09-22,S01,ITEM_D,40.0,200.0,0,0,7.0,500.0,0.2,4,9,38,0,3,2023
2023-09-23,S01,ITEM_D,0.0,200.0,0,0,7.0,500.0,0.2,5,9,38,1,3,2023
2023-09-24,S01,ITEM_D,52.0,200.0,0,0,7.0,500.0,0.2,6,9,38,1,3,2023
2023-09-25,S01,ITEM_D,41.0,200.0,0,0,7.0,500.0,0.2,0,9,39,0,3,2023
2023-09-26,S01,ITEM_D,42.0,200.0,0,0,7.0,500.0,0.2,1,9,39,0,3,2023
2023-09-27,S01,ITEM_D,48.0,200.0,0,0,7.0,500.0,0.2,2,9,39,0,3,2023
2023-09-28,S01,ITEM_D,46.0,200.0,0,0,7.0,500.0,0.2,3,9,39,0,3,2023
2023-09-29,S01,ITEM_D,61.0,200.0,1,0,7.0,500.0,0.2,4,9,39,0,3,2023
2023-09-30,S01,ITEM_D,86.0,200.0,1,0,7.0,500.0,0.2,5,9,39,1,3,2023
2023-10-01,S01,ITEM_D,87.0,200.0,0,0,7.0,500.0,0.2,6,10,39,1,4,2023
2023-10-02,S01,ITEM_D,61.0,200.0,0,0,7.0,500.0,0.2,0,10,40,0,4,2023
2023-10-03,S01,ITEM_D,87.0,200.0,0,0,7.0,500.0,0.2,1,10,40,0,4,2023
2023-10-04,S01,ITEM_D,60.0,200.0,0,0,7.0,500.0,0.2,2,10,40,0,4,2023
2023-10-05,S01,ITEM_D,68.0,200.0,0,0,7.0,500.0,0.2,3,10,40,0,4,2023
2023-10-06,S01,ITEM_D,0.0,200.0,0,0,7.0,500.0,0.2,4,10,40,0,4,2023
2023-10-07,S01,ITEM_D,87.0,200.0,0,0,7.0,500.0,0.2,5,10,40,1,4,2023
2023-10-08,S01,ITEM_D,81.0,200.0,0,0,7.0,500.0,0.2,6,10,40,1,4,2023
2023-10-09,S01,ITEM_D,72.0,200.0,0,0,7.0,500.0,0.2,0,10,41,0,4,2023
2023-10-10,S01,ITEM_D,78.0,200.0,0,0,7.0,500.0,0.2,1,10,41,0,4,2023
2023-10-11,S01,ITEM_D,80.0,200.0,0,0,7.0,500.0,0.2,2,10,41,0,4,2023
2023-10-12,S01,ITEM_D,58.0,200.0,0,0,7.0,500.0,0.2,3,10,41,0,4,2023
2023-10-13,S01,ITEM_D,55.0,200.0,0,0,7.0,500.0,0.2,4,10,41,0,4,2023
2023-10-14,S01,ITEM_D,76.0,200.0,0,0,7.0,500.0,0.2,5,10,41,1,4,2023
2023-10-15,S01,ITEM_D,0.0,200.0,0,0,7.0,500.0,0.2,6,10,41,1,4,2023
2023-10-16,S01,ITEM_D,74.0,200.0,0,0,7.0,500.0,0.2,0,10,42,0,4,2023
2023-10-17,S01,ITEM_D,68.0,200.0,0,0,7.0,500.0,0.2,1,10,42,0,4,2023
2023-10-18,S01,ITEM_D,106.0,200.0,1,0,7.0,500.0,0.2,2,10,42,0,4,2023
2023-10-19,S01,ITEM_D,67.0,200.0,0,0,7.0,500.0,0.2,3,10,42,0,4,2023
2023-10-20,S01,ITEM_D,89.0,200.0,1,0,7.0,500.0,0.2,4,10,42,0,4,2023
2023-10-21,S01,ITEM_D,106.0,200.0,0,0,7.0,500.0,0.2,5,10,42,1,4,2023
2023-10-22,S01,ITEM_D,81.0,200.0,0,0,7.0,500.0,0.2,6,10,42,1,4,2023
2023-10-23,S01,ITEM_D,0.0,200.0,0,0,7.0,500.0,0.2,0,10,43,0,4,2023
2023-10-24,S01,ITEM_D,69.0,200.0,0,0,7.0,500.0,0.2,1,10,43,0,4,2023
2023-10-25,S01,ITEM_D,87.0,200.0,1,0,7.0,500.0,0.2,2,10,43,0,4,2023
2023-10-26,S01,ITEM_D,75.0,200.0,0,0,7.0,500.0,0.2,3,10,43,0,4,2023
2023-10-27,S01,ITEM_D,61.0,200.0,0,0,7.0,500.0,0.2,4,10,43,0,4,2023
2023-10-28,S01,ITEM_D,82.0,200.0,0,0,7.0,500.0,0.2,5,10,43,1,4,2023
2023-10-29,S01,ITEM_D,79.0,200.0,0,0,7.0,500.0,0.2,6,10,43,1,4,2023
2023-10-30,S01,ITEM_D,68.0,200.0,0,0,7.0,500.0,0.2,0,10,44,0,4,2023
2023-10-31,S01,ITEM_D,70.0,200.0,0,0,7.0,500.0,0.2,1,10,44,0,4,2023
2023-11-01,S01,ITEM_D,70.0,200.0,0,0,7.0,500.0,0.2,2,11,44,0,4,2023
2023-11-02,S01,ITEM_D,61.0,200.0,0,0,7.0,500.0,0.2,3,11,44,0,4,2023
2023-11-03,S01,ITEM_D,66.0,200.0,0,0,7.0,500.0,0.2,4,11,44,0,4,2023
2023-11-04,S01,ITEM_D,87.0,200.0,0,0,7.0,500.0,0.2,5,11,44,1,4,2023
2023-11-05,S01,ITEM_D,82.0,200.0,0,0,7.0,500.0,0.2,6,11,44,1,4,2023
2023-11-06,S01,ITEM_D,86.0,200.0,0,0,7.0,500.0,0.2,0,11,45,0,4,2023
2023-11-07,S01,ITEM_D,68.0,200.0,0,0,7.0,500.0,0.2,1,11,45,0,4,2023
2023-11-08,S01,ITEM_D,62.0,200.0,0,0,7.0,500.0,0.2,2,11,45,0,4,2023
2023-11-09,S01,ITEM_D,68.0,200.0,0,0,7.0,500.0,0.2,3,11,45,0,4,2023
2023-11-10,S01,ITEM_D,75.0,200.0,0,0,7.0,500.0,0.2,4,11,45,0,4,2023
2023-11-11,S01,ITEM_D,125.0,200.0,1,0,7.0,500.0,0.2,5,11,45,1,4,2023
2023-11-12,S01,ITEM_D,102.0,200.0,0,0,7.0,500.0,0.2,6,11,45,1,4,2023
2023-11-13,S01,ITEM_D,67.0,200.0,0,0,7.0,500.0,0.2,0,11,46,0,4,2023
2023-11-14,S01,ITEM_D,59.0,200.0,0,0,7.0,500.0,0.2,1,11,46,0,4,2023
2023-11-15,S01,ITEM_D,82.0,200.0,0,0,7.0,500.0,0.2,2,11,46,0,4,2023
2023-11-16,S01,ITEM_D,61.0,200.0,0,0,7.0,500.0,0.2,3,11,46,0,4,2023
2023-11-17,S01,ITEM_D,77.0,200.0,0,0,7.0,500.0,0.2,4,11,46,0,4,2023
2023-11-18,S01,ITEM_D,98.0,200.0,0,0,7.0,500.0,0.2,5,11,46,1,4,2023
2023-11-19,S01,ITEM_D,92.0,200.0,0,0,7.0,500.0,0.2,6,11,46,1,4,2023
2023-11-20,S01,ITEM_D,75.0,200.0,0,0,7.0,500.0,0.2,0,11,47,0,4,2023
2023-11-21,S01,ITEM_D,67.0,200.0,0,0,7.0,500.0,0.2,1,11,47,0,4,2023
2023-11-22,S01,ITEM_D,106.0,200.0,1,0,7.0,500.0,0.2,2,11,47,0,4,2023
2023-11-23,S01,ITEM_D,69.0,200.0,0,0,7.0,500.0,0.2,3,11,47,0,4,2023
2023-11-24,S01,ITEM_D,81.0,200.0,0,0,7.0,500.0,0.2,4,11,47,0,4,2023
2023-11-25,S01,ITEM_D,88.0,200.0,0,0,7.0,500.0,0.2,5,11,47,1,4,2023
2023-11-26,S01,ITEM_D,94.0,200.0,0,0,7.0,500.0,0.2,6,11,47,1,4,2023
2023-11-27,S01,ITEM_D,65.0,200.0,0,0,7.0,500.0,0.2,0,11,48,0,4,2023
2023-11-28,S01,ITEM_D,68.0,200.0,0,0,7.0,500.0,0.2,1,11,48,0,4,2023
2023-11-29,S01,ITEM_D,81.0,200.0,0,0,7.0,500.0,0.2,2,11,48,0,4,2023
2023-11-30,S01,ITEM_D,72.0,200.0,0,0,7.0,500.0,0.2,3,11,48,0,4,2023
2023-12-01,S01,ITEM_D,101.0,200.0,1,0,7.0,500.0,0.2,4,12,48,0,4,2023
2023-12-02,S01,ITEM_D,84.0,200.0,0,0,7.0,500.0,0.2,5,12,48,1,4,2023
2023-12-03,S01,ITEM_D,89.0,200.0,0,0,7.0,500.0,0.2,6,12,48,1,4,2023
2023-12-04,S01,ITEM_D,72.0,200.0,0,0,7.0,500.0,0.2,0,12,49,0,4,2023
2023-12-05,S01,ITEM_D,64.0,200.0,0,0,7.0,500.0,0.2,1,12,49,0,4,2023
2023-12-06,S01,ITEM_D,75.0,200.0,0,0,7.0,500.0,0.2,2,12,49,0,4,2023
2023-12-07,S01,ITEM_D,74.0,200.0,0,0,7.0,500.0,0.2,3,12,49,0,4,2023
2023-12-08,S01,ITEM_D,78.0,200.0,0,0,7.0,500.0,0.2,4,12,49,0,4,2023
2023-12-09,S01,ITEM_D,82.0,200.0,0,0,7.0,500.0,0.2,5,12,49,1,4,2023
2023-12-10,S01,ITEM_D,90.0,200.0,0,0,7.0,500.0,0.2,6,12,49,1,4,2023
2023-12-11,S01,ITEM_D,75.0,200.0,0,0,7.0,500.0,0.2,0,12,50,0,4,2023
2023-12-12,S01,ITEM_D,56.0,200.0,0,0,7.0,500.0,0.2,1,12,50,0,4,2023
2023-12-13,S01,ITEM_D,101.0,200.0,1,0,7.0,500.0,0.2,2,12,50,0,4,2023
2023-12-14,S01,ITEM_D,56.0,200.0,0,0,7.0,500.0,0.2,3,12,50,0,4,2023
2023-12-15,S01,ITEM_D,87.0,200.0,0,0,7.0,500.0,0.2,4,12,50,0,4,2023
2023-12-16,S01,ITEM_D,79.0,200.0,0,0,7.0,500.0,0.2,5,12,50,1,4,2023
2023-12-17,S01,ITEM_D,73.0,200.0,0,0,7.0,500.0,0.2,6,12,50,1,4,2023
2023-12-18,S01,ITEM_D,65.0,200.0,0,0,7.0,500.0,0.2,0,12,51,0,4,2023
2023-12-19,S01,ITEM_D,77.0,200.0,0,0,7.0,500.0,0.2,1,12,51,0,4,2023
2023-12-20,S01,ITEM_D,67.0,200.0,0,0,7.0,500.0,0.2,2,12,51,0,4,2023
2023-12-21,S01,ITEM_D,75.0,200.0,0,0,7.0,500.0,0.2,3,12,51,0,4,2023
2023-12-22,S01,ITEM_D,65.0,200.0,0,0,7.0,500.0,0.2,4,12,51,0,4,2023
2023-12-23,S01,ITEM_D,0.0,200.0,0,0,7.0,500.0,0.2,5,12,51,1,4,2023
2023-12-24,S01,ITEM_D,0.0,200.0,0,0,7.0,500.0,0.2,6,12,51,1,4,2023
2023-12-25,S01,ITEM_D,76.0,200.0,0,0,7.0,500.0,0.2,0,12,52,0,4,2023
2023-12-26,S01,ITEM_D,69.0,200.0,0,0,7.0,500.0,0.2,1,12,52,0,4,2023
2023-12-27,S01,ITEM_D,76.0,200.0,0,0,7.0,500.0,0.2,2,12,52,0,4,2023
2023-12-28,S01,ITEM_D,0.0,200.0,0,0,7.0,500.0,0.2,3,12,52,0,4,2023
2023-12-29,S01,ITEM_D,0.0,200.0,0,0,7.0,500.0,0.2,4,12,52,0,4,2023
2023-12-30,S01,ITEM_D,93.0,200.0,0,0,7.0,500.0,0.2,5,12,52,1,4,2023
2023-12-31,S01,ITEM_D,78.0,200.0,0,0,7.0,500.0,0.2,6,12,52,1,4,2023
2022-01-01,S01,ITEM_E,63.0,35.0,0,0,7.0,500.0,0.2,5,1,52,1,1,2022
2022-01-02,S01,ITEM_E,41.0,35.0,0,0,7.0,500.0,0.2,6,1,52,1,1,2022
2022-01-03,S01,ITEM_E,33.0,35.0,0,0,7.0,500.0,0.2,0,1,1,0,1,2022
2022-01-04,S01,ITEM_E,25.0,35.0,0,0,7.0,500.0,0.2,1,1,1,0,1,2022
2022-01-05,S01,ITEM_E,45.0,35.0,0,0,7.0,500.0,0.2,2,1,1,0,1,2022
2022-01-06,S01,ITEM_E,0.0,35.0,0,0,7.0,500.0,0.2,3,1,1,0,1,2022
2022-01-07,S01,ITEM_E,33.0,35.0,0,0,7.0,500.0,0.2,4,1,1,0,1,2022
2022-01-08,S01,ITEM_E,49.0,35.0,0,0,7.0,500.0,0.2,5,1,1,1,1,2022
2022-01-09,S01,ITEM_E,41.0,35.0,0,0,7.0,500.0,0.2,6,1,1,1,1,2022
2022-01-10,S01,ITEM_E,29.0,35.0,0,0,7.0,500.0,0.2,0,1,2,0,1,2022
2022-01-11,S01,ITEM_E,21.0,35.0,0,0,7.0,500.0,0.2,1,1,2,0,1,2022
2022-01-12,S01,ITEM_E,38.0,35.0,0,0,7.0,500.0,0.2,2,1,2,0,1,2022
2022-01-13,S01,ITEM_E,39.0,35.0,0,0,7.0,500.0,0.2,3,1,2,0,1,2022
2022-01-14,S01,ITEM_E,30.0,35.0,0,0,7.0,500.0,0.2,4,1,2,0,1,2022
2022-01-15,S01,ITEM_E,45.0,35.0,0,0,7.0,500.0,0.2,5,1,2,1,1,2022
2022-01-16,S01,ITEM_E,51.0,35.0,0,0,7.0,500.0,0.2,6,1,2,1,1,2022
2022-01-17,S01,ITEM_E,34.0,35.0,0,0,7.0,500.0,0.2,0,1,3,0,1,2022
2022-01-18,S01,ITEM_E,34.0,35.0,0,0,7.0,500.0,0.2,1,1,3,0,1,2022
2022-01-19,S01,ITEM_E,41.0,35.0,0,0,7.0,500.0,0.2,2,1,3,0,1,2022
2022-01-20,S01,ITEM_E,39.0,35.0,0,0,7.0,500.0,0.2,3,1,3,0,1,2022
2022-01-21,S01,ITEM_E,43.0,35.0,0,0,7.0,500.0,0.2,4,1,3,0,1,2022
2022-01-22,S01,ITEM_E,40.0,35.0,0,0,7.0,500.0,0.2,5,1,3,1,1,2022
2022-01-23,S01,ITEM_E,44.0,35.0,0,0,7.0,500.0,0.2,6,1,3,1,1,2022
2022-01-24,S01,ITEM_E,33.0,35.0,0,0,7.0,500.0,0.2,0,1,4,0,1,2022
2022-01-25,S01,ITEM_E,37.0,35.0,0,0,7.0,500.0,0.2,1,1,4,0,1,2022
2022-01-26,S01,ITEM_E,38.0,35.0,0,0,7.0,500.0,0.2,2,1,4,0,1,2022
2022-01-27,S01,ITEM_E,50.0,35.0,0,0,7.0,500.0,0.2,3,1,4,0,1,2022
2022-01-28,S01,ITEM_E,39.0,35.0,1,0,7.0,500.0,0.2,4,1,4,0,1,2022
2022-01-29,S01,ITEM_E,47.0,35.0,0,0,7.0,500.0,0.2,5,1,4,1,1,2022
2022-01-30,S01,ITEM_E,44.0,35.0,0,0,7.0,500.0,0.2,6,1,4,1,1,2022
2022-01-31,S01,ITEM_E,40.0,35.0,0,0,7.0,500.0,0.2,0,1,5,0,1,2022
2022-02-01,S01,ITEM_E,37.0,35.0,0,0,7.0,500.0,0.2,1,2,5,0,1,2022
2022-02-02,S01,ITEM_E,32.0,35.0,0,0,7.0,500.0,0.2,2,2,5,0,1,2022
2022-02-03,S01,ITEM_E,32.0,35.0,0,0,7.0,500.0,0.2,3,2,5,0,1,2022
2022-02-04,S01,ITEM_E,32.0,35.0,0,0,7.0,500.0,0.2,4,2,5,0,1,2022
2022-02-05,S01,ITEM_E,40.0,35.0,0,0,7.0,500.0,0.2,5,2,5,1,1,2022
2022-02-06,S01,ITEM_E,48.0,35.0,0,0,7.0,500.0,0.2,6,2,5,1,1,2022
2022-02-07,S01,ITEM_E,24.0,35.0,0,0,7.0,500.0,0.2,0,2,6,0,1,2022
2022-02-08,S01,ITEM_E,20.0,35.0,0,0,7.0,500.0,0.2,1,2,6,0,1,2022
2022-02-09,S01,ITEM_E,30.0,35.0,0,0,7.0,500.0,0.2,2,2,6,0,1,2022
2022-02-10,S01,ITEM_E,57.0,35.0,1,0,7.0,500.0,0.2,3,2,6,0,1,2022
