date,store_id,item_id,qty_sold,unit_cost,promo_flag,stockout_flag,lead_time,ordering_cost,holding_rate,day_of_week,month,week_of_year,is_weekend,quarter,year,lag_1,lag_7,lag_14,lag_21,lag_28,rollmean_7,rollstd_7,rollmean_14,rollstd_14,rollmean_28,rollstd_28,expanding_mean,store_enc,item_enc
2022-10-28,S01,ITEM_A,46.0,50.0,0,0,7.0,500.0,0.2,4,10,43,0,4,2022,43.0,0.0,37.0,23.0,30.0,32.42857142857143,15.757084574429179,38.0,13.196736193235285,36.964285714285715,10.67181175515976,26.9,0,0
2022-10-29,S01,ITEM_A,53.0,50.0,0,0,7.0,500.0,0.2,5,10,43,1,4,2022,46.0,45.0,45.0,50.0,42.0,39.0,7.302967433402155,38.642857142857146,13.362445324675607,37.535714285714285,10.713377386541321,26.963455149501662,0,0
2022-10-30,S01,ITEM_A,51.0,50.0,0,0,7.0,500.0,0.2,6,10,43,1,4,2022,53.0,44.0,53.0,49.0,41.0,40.142857142857146,8.858678822273076,39.214285714285715,13.818485787181944,37.92857142857143,11.078603239373168,27.049668874172184,0,0
2022-10-31,S01,ITEM_A,32.0,50.0,0,0,7.0,500.0,0.2,0,10,44,0,4,2022,51.0,31.0,42.0,36.0,35.0,41.142857142857146,9.719886340703239,39.07142857142857,13.674593430683979,38.285714285714285,11.339400803482102,27.128712871287128,0,0
2022-11-01,S01,ITEM_A,36.0,50.0,0,0,7.0,500.0,0.2,1,11,44,0,4,2022,32.0,28.0,39.0,31.0,39.0,41.285714285714285,9.551863443228978,38.357142857142854,13.770688731209782,38.17857142857143,11.385675117602725,27.144736842105264,0,0
2022-11-02,S01,ITEM_A,56.0,50.0,1,0,7.0,500.0,0.2,2,11,44,0,4,2022,36.0,36.0,35.0,35.0,28.0,42.42857142857143,8.05930399925327,38.142857142857146,13.783251502385856,38.07142857142857,11.39177276689132,27.17377049180328,0,0
2022-11-03,S01,ITEM_A,36.0,50.0,0,0,7.0,500.0,0.2,3,11,44,0,4,2022,56.0,43.0,54.0,35.0,29.0,45.285714285714285,8.901578244226906,39.642857142857146,14.536993355717536,39.07142857142857,11.699726402082993,27.26797385620915,0,0
2022-11-04,S01,ITEM_A,53.0,50.0,0,0,7.0,500.0,0.2,4,11,44,0,4,2022,36.0,46.0,0.0,37.0,23.0,44.285714285714285,9.569296137722315,38.357142857142854,13.953809200673168,39.32142857142857,11.55038422137444,27.29641693811075,0,0
2022-11-05,S01,ITEM_A,60.0,50.0,0,0,7.0,500.0,0.2,5,11,44,1,4,2022,53.0,53.0,45.0,45.0,50.0,45.285714285714285,10.12775535700913,42.142857142857146,9.088091471448031,40.392857142857146,11.370329438252504,27.37987012987013,0,0
2022-11-06,S01,ITEM_A,39.0,50.0,0,0,7.0,500.0,0.2,6,11,44,1,4,2022,60.0,51.0,44.0,53.0,49.0,46.285714285714285,11.294752258081052,43.214285714285715,10.259543935197199,40.75,11.830985682614202,27.485436893203882,0,0
2022-11-07,S01,ITEM_A,38.0,50.0,0,0,7.0,500.0,0.2,0,11,45,0,4,2022,39.0,32.0,31.0,42.0,36.0,44.57142857142857,11.370387604902168,42.857142857142854,10.316954998426635,40.392857142857146,11.723162529050754,27.52258064516129,0,0
2022-11-08,S01,ITEM_A,36.0,50.0,0,0,7.0,500.0,0.2,1,11,45,0,4,2022,38.0,36.0,28.0,39.0,31.0,45.42857142857143,10.453980786557473,43.357142857142854,9.857501187944617,40.464285714285715,11.701478674706166,27.556270096463024,0,0
2022-11-09,S01,ITEM_A,31.0,50.0,0,0,7.0,500.0,0.2,2,11,45,0,4,2022,36.0,56.0,36.0,35.0,35.0,45.42857142857143,10.453980786557473,43.92857142857143,9.101684423262498,40.642857142857146,11.589312719577865,27.583333333333332,0,0
2022-11-10,S01,ITEM_A,62.0,50.0,1,0,7.0,500.0,0.2,3,11,45,0,4,2022,31.0,36.0,43.0,54.0,35.0,41.857142857142854,10.510765456244819,43.57142857142857,9.524981612857559,40.5,11.685698761972068,27.594249201277954,0,0
2022-11-11,S01,ITEM_A,29.0,50.0,0,0,7.0,500.0,0.2,4,11,45,0,4,2022,62.0,53.0,46.0,0.0,37.0,45.57142857142857,12.501428489805189,44.92857142857143,10.716373422975668,41.464285714285715,12.31224065072113,27.703821656050955,0,0
2022-11-12,S01,ITEM_A,53.0,50.0,0,0,7.0,500.0,0.2,5,11,45,1,4,2022,29.0,60.0,53.0,45.0,45.0,42.142857142857146,13.384425917567626,43.714285714285715,11.518737720832025,41.17857142857143,12.510894723099815,27.70793650793651,0,0
2022-11-13,S01,ITEM_A,46.0,50.0,0,0,7.0,500.0,0.2,6,11,45,1,4,2022,53.0,39.0,51.0,44.0,53.0,41.142857142857146,12.019824893740733,43.714285714285715,11.518737720832025,41.464285714285715,12.691444020392295,27.787974683544302,0,0
2022-11-14,S01,ITEM_A,59.0,50.0,1,0,7.0,500.0,0.2,0,11,46,0,4,2022,46.0,38.0,32.0,31.0,42.0,42.142857142857146,12.102734834581371,43.357142857142854,11.351768028049078,41.214285714285715,12.523628461483112,27.845425867507885,0,0
2022-11-15,S01,ITEM_A,21.0,50.0,0,0,7.0,500.0,0.2,1,11,46,0,4,2022,59.0,36.0,36.0,28.0,39.0,45.142857142857146,13.434142714598096,45.285714285714285,11.565389823012524,41.82142857142857,12.967348086718287,27.943396226415093,0,0
2022-11-16,S01,ITEM_A,32.0,50.0,0,0,7.0,500.0,0.2,2,11,46,0,4,2022,21.0,31.0,56.0,36.0,35.0,43.0,16.072751268321557,44.214285714285715,13.086567225909231,41.17857142857143,13.545680113432834,27.921630094043888,0,0
2022-11-17,S01,ITEM_A,32.0,50.0,0,0,7.0,500.0,0.2,3,11,46,0,4,2022,32.0,62.0,36.0,43.0,54.0,43.142857142857146,15.952309879017186,42.5,12.99556137243079,41.07142857142857,13.608081943458973,27.934375,0,0
2022-11-18,S01,ITEM_A,45.0,50.0,1,0,7.0,500.0,0.2,4,11,46,0,4,2022,32.0,29.0,53.0,46.0,0.0,38.857142857142854,13.945472042071211,42.214285714285715,13.191947260638681,40.285714285714285,13.468363872305552,27.947040498442366,0,0
2022-11-19,S01,ITEM_A,51.0,50.0,0,0,7.0,500.0,0.2,5,11,46,1,4,2022,45.0,53.0,60.0,53.0,45.0,41.142857142857146,13.359498137137843,41.642857142857146,12.857844913677239,41.892857142857146,10.928519555847428,28.0,0,0
2022-11-20,S01,ITEM_A,45.0,50.0,0,0,7.0,500.0,0.2,6,11,46,1,4,2022,51.0,46.0,39.0,51.0,44.0,40.857142857142854,13.082157969649204,41.0,12.070306859906566,42.107142857142854,11.049850965022395,28.071207430340557,0,0
2022-11-21,S01,ITEM_A,50.0,50.0,0,0,7.0,500.0,0.2,0,11,47,0,4,2022,45.0,59.0,38.0,32.0,31.0,40.714285714285715,13.021959475110787,41.42857142857143,12.100313318984027,42.142857142857146,11.057808656109595,28.123456790123456,0,0
2022-11-22,S01,ITEM_A,31.0,50.0,0,0,7.0,500.0,0.2,1,11,47,0,4,2022,50.0,21.0,36.0,36.0,28.0,39.42857142857143,11.237691679598328,42.285714285714285,12.26269246020735,42.82142857142857,10.930940020668386,28.19076923076923,0,0
2022-11-23,S01,ITEM_A,36.0,50.0,0,0,7.0,500.0,0.2,2,11,47,0,4,2022,31.0,32.0,31.0,56.0,36.0,40.857142857142854,8.896227129680097,41.92857142857143,12.529744829584732,42.92857142857143,10.79412930778706,28.199386503067483,0,0
2022-11-24,S01,ITEM_A,49.0,50.0,0,0,7.0,500.0,0.2,3,11,47,0,4,2022,36.0,32.0,62.0,36.0,43.0,41.42857142857143,8.34380294704079,42.285714285714285,12.26269246020735,42.92857142857143,10.79412930778706,28.223241590214066,0,0
2022-11-25,S01,ITEM_A,38.0,50.0,0,0,7.0,500.0,0.2,4,11,47,0,4,2022,49.0,45.0,29.0,53.0,46.0,43.857142857142854,7.581305327988657,41.357142857142854,11.091279615828073,43.142857142857146,10.854984469389528,28.286585365853657,0,0
2022-11-26,S01,ITEM_A,48.0,50.0,0,0,7.0,500.0,0.2,5,11,47,1,4,2022,38.0,51.0,53.0,60.0,53.0,42.857142857142854,7.861903319777128,42.0,10.568458151135744,42.857142857142854,10.882246111133513,28.316109422492403,0,0
2022-11-27,S01,ITEM_A,70.0,50.0,1,0,7.0,500.0,0.2,6,11,47,1,4,2022,48.0,45.0,46.0,39.0,51.0,42.42857142857143,7.412987316350933,41.642857142857146,10.24775504764255,42.67857142857143,10.749861571644718,28.375757575757575,0,0
2022-11-28,S01,ITEM_A,63.0,50.0,1,0,7.0,500.0,0.2,0,11,48,0,4,2022,70.0,50.0,59.0,38.0,32.0,46.0,12.87115638420516,43.357142857142854,12.737631363297204,43.357142857142854,11.839088696518038,28.501510574018127,0,0
2022-11-29,S01,ITEM_A,40.0,50.0,0,0,7.0,500.0,0.2,1,11,48,0,4,2022,63.0,31.0,21.0,36.0,36.0,47.857142857142854,14.392458342578433,43.642857142857146,13.15357303231648,44.464285714285715,12.182203604278033,28.60542168674699,0,0
2022-11-30,S01,ITEM_A,45.0,50.0,0,0,7.0,500.0,0.2,2,11,48,0,4,2022,40.0,36.0,32.0,31.0,56.0,49.142857142857146,12.966991059719886,45.0,11.51587532996882,44.607142857142854,12.102461597525387,28.63963963963964,0,0
2022-12-01,S01,ITEM_A,35.0,50.0,0,0,7.0,500.0,0.2,3,12,48,0,4,2022,45.0,49.0,32.0,62.0,36.0,50.42857142857143,11.844227044670854,45.92857142857143,10.894347763258388,44.214285714285715,11.895710845003611,28.688622754491018,0,0
2022-12-02,S01,ITEM_A,42.0,50.0,0,0,7.0,500.0,0.2,4,12,48,0,4,2022,35.0,38.0,45.0,29.0,53.0,48.42857142857143,13.226956602044904,46.142857142857146,10.62549287803153,44.17857142857143,11.922756241830847,28.707462686567165,0,0
2022-12-03,S01,ITEM_A,40.0,50.0,0,0,7.0,500.0,0.2,5,12,48,1,4,2022,42.0,48.0,51.0,53.0,60.0,49.0,12.780193008453809,45.92857142857143,10.680422677564238,43.785714285714285,11.801936887041649,28.74702380952381,0,0
2022-12-04,S01,ITEM_A,59.0,50.0,0,0,7.0,500.0,0.2,6,12,48,1,4,2022,40.0,70.0,45.0,46.0,39.0,47.857142857142854,13.234154946306754,45.142857142857146,10.683251758330325,43.07142857142857,11.382014960026392,28.780415430267063,0,0
2022-12-05,S01,ITEM_A,30.0,50.0,0,0,7.0,500.0,0.2,0,12,49,0,4,2022,59.0,63.0,50.0,59.0,38.0,46.285714285714285,10.546947199929168,46.142857142857146,11.305935424553587,43.785714285714285,11.739004762084086,28.869822485207102,0,0
2022-12-06,S01,ITEM_A,46.0,50.0,0,0,7.0,500.0,0.2,1,12,49,0,4,2022,30.0,40.0,31.0,21.0,36.0,41.57142857142857,9.10781976942779,44.714285714285715,12.021957932361616,43.5,11.97992147380435,28.87315634218289,0,0
2022-12-07,S01,ITEM_A,35.0,50.0,0,0,7.0,500.0,0.2,2,12,49,0,4,2022,46.0,45.0,36.0,32.0,31.0,42.42857142857143,9.216961590045804,45.785714285714285,11.355639543880798,43.857142857142854,11.896822749557613,28.923529411764704,0,0
2022-12-08,S01,ITEM_A,34.0,50.0,0,0,7.0,500.0,0.2,3,12,49,0,4,2022,35.0,35.0,49.0,32.0,62.0,41.0,9.521904571390403,45.714285714285715,11.424862035380226,44.0,11.75994457029013,28.941348973607038,0,0
2022-12-09,S01,ITEM_A,26.0,50.0,0,0,7.0,500.0,0.2,4,12,49,0,4,2022,34.0,42.0,38.0,45.0,29.0,40.857142857142854,9.633769968684254,44.642857142857146,11.79052515863833,43.0,11.356186109912208,28.95614035087719,0,0
2022-12-10,S01,ITEM_A,56.0,50.0,0,0,7.0,500.0,0.2,5,12,49,1,4,2022,26.0,40.0,48.0,51.0,53.0,38.57142857142857,11.103410029613121,43.785714285714285,12.710858903549118,42.892857142857146,11.506324462898771,28.94752186588921,0,0
2022-12-11,S01,ITEM_A,46.0,50.0,0,0,7.0,500.0,0.2,6,12,49,1,4,2022,56.0,59.0,70.0,45.0,46.0,40.857142857142854,12.941259230700437,44.357142857142854,13.089086134034556,43.0,11.617356108984652,29.026162790697676,0,0
2022-12-12,S01,ITEM_A,32.0,50.0,0,0,7.0,500.0,0.2,0,12,50,0,4,2022,46.0,30.0,63.0,50.0,59.0,39.0,10.630145812734598,42.642857142857146,10.852912709762023,43.0,11.617356108984652,29.07536231884058,0,0
2022-12-13,S01,ITEM_A,29.0,50.0,0,0,7.0,500.0,0.2,1,12,50,0,4,2022,32.0,46.0,40.0,31.0,21.0,39.285714285714285,10.371664696249464,40.42857142857143,9.452018797096153,42.035714285714285,11.357758460571226,29.083815028901736,0,0
2022-12-14,S01,ITEM_A,32.0,50.0,0,0,7.0,500.0,0.2,2,12,50,0,4,2022,29.0,35.0,45.0,36.0,32.0,36.857142857142854,10.526610271569993,39.642857142857146,9.935229801508914,42.32142857142857,10.90040288561772,29.0835734870317,0,0
2022-12-15,S01,ITEM_A,40.0,50.0,0,0,7.0,500.0,0.2,3,12,50,0,4,2022,32.0,34.0,35.0,49.0,32.0,36.42857142857143,10.674848052894244,38.714285714285715,10.003296160063124,42.32142857142857,10.90040288561772,29.091954022988507,0,0
2022-12-16,S01,ITEM_A,43.0,50.0,0,0,7.0,500.0,0.2,4,12,50,0,4,2022,40.0,26.0,42.0,38.0,45.0,37.285714285714285,10.688222267435041,39.07142857142857,9.949598257945148,42.607142857142854,10.723250218012039,29.12320916905444,0,0
2022-12-17,S01,ITEM_A,68.0,50.0,1,0,7.0,500.0,0.2,5,12,50,1,4,2022,43.0,56.0,40.0,48.0,51.0,39.714285714285715,9.569296137722326,39.142857142857146,9.975794881435922,42.535714285714285,10.713377386541325,29.162857142857142,0,0
2022-12-18,S01,ITEM_A,50.0,50.0,0,0,7.0,500.0,0.2,6,12,50,1,4,2022,68.0,46.0,59.0,70.0,45.0,41.42857142857143,13.314868166291133,41.142857142857146,12.617796606729359,43.142857142857146,11.651464017736732,29.273504273504273,0,0
2022-12-19,S01,ITEM_A,46.0,50.0,0,0,7.0,500.0,0.2,0,12,51,0,4,2022,50.0,32.0,30.0,63.0,50.0,42.0,13.625955623979745,40.5,11.843531178209918,43.32142857142857,11.719099862502308,29.332386363636363,0,0
2022-12-20,S01,ITEM_A,39.0,50.0,0,0,7.0,500.0,0.2,1,12,51,0,4,2022,46.0,29.0,46.0,40.0,31.0,44.0,12.922847983320024,41.642857142857146,11.519930173781043,43.17857142857143,11.658897639995567,29.379603399433428,0,0
2022-12-21,S01,ITEM_A,34.0,50.0,0,0,7.0,500.0,0.2,2,12,51,0,4,2022,39.0,32.0,35.0,45.0,36.0,45.42857142857143,11.45799783058596,41.142857142857146,11.468063634131232,43.464285714285715,11.445465357453898,29.406779661016948,0,0
2022-12-22,S01,ITEM_A,69.0,50.0,1,0,7.0,500.0,0.2,3,12,51,0,4,2022,34.0,40.0,34.0,35.0,49.0,45.714285714285715,11.086242010021257,41.07142857142857,11.51229634056415,43.392857142857146,11.499884977570623,29.419718309859157,0,0
2022-12-23,S01,ITEM_A,31.0,50.0,0,0,7.0,500.0,0.2,4,12,51,0,4,2022,69.0,43.0,26.0,42.0,38.0,49.857142857142854,13.704361488574419,43.57142857142857,13.48910834547798,44.107142857142854,12.4434700582252,29.530898876404493,0,0
2022-12-24,S01,ITEM_A,60.0,50.0,0,0,7.0,500.0,0.2,5,12,51,1,4,2022,31.0,68.0,56.0,40.0,48.0,48.142857142857146,15.356090772378295,43.92857142857143,13.047040841710984,43.857142857142854,12.63948629322465,29.535014005602243,0,0
2022-12-25,S01,ITEM_A,43.0,50.0,0,0,7.0,500.0,0.2,6,12,51,1,4,2022,60.0,50.0,46.0,59.0,70.0,47.0,13.85640646055095,44.214285714285715,13.371488447315917,44.285714285714285,12.983913531058752,29.620111731843576,0,0
2022-12-26,S01,ITEM_A,36.0,50.0,0,0,7.0,500.0,0.2,0,12,52,0,4,2022,43.0,46.0,32.0,30.0,63.0,46.0,13.856406460550954,44.0,13.36470667898792,43.32142857142857,11.966167032059742,29.657381615598887,0,0
2022-12-27,S01,ITEM_A,43.0,50.0,0,0,7.0,500.0,0.2,1,12,52,0,4,2022,36.0,39.0,29.0,46.0,40.0,44.57142857142857,14.362649974350576,44.285714285714285,13.129113693377253,42.357142857142854,11.395952126422998,29.675,0,0
2022-12-28,S01,ITEM_A,32.0,50.0,0,0,7.0,500.0,0.2,2,12,52,0,4,2022,43.0,34.0,32.0,35.0,45.0,45.142857142857146,14.182484166846631,45.285714285714285,12.387515870849539,42.464285714285715,11.387069153884326,29.71191135734072,0,0
2022-12-29,S01,ITEM_A,50.0,50.0,1,0,7.0,500.0,0.2,3,12,52,0,4,2022,32.0,69.0,40.0,34.0,35.0,44.857142857142854,14.461772268392814,45.285714285714285,12.387515870849539,42.0,11.54379743668691,29.718232044198896,0,0
2022-12-30,S01,ITEM_A,31.0,50.0,0,0,7.0,500.0,0.2,4,12,52,0,4,2022,50.0,31.0,43.0,26.0,42.0,42.142857142857146,10.38313651116667,46.0,12.347531674854624,42.535714285714285,11.554964117953622,29.774104683195592,0,0
2022-12-31,S01,ITEM_A,52.0,50.0,0,0,7.0,500.0,0.2,5,12,52,1,4,2022,31.0,60.0,68.0,56.0,40.0,42.142857142857146,10.38313651116667,45.142857142857146,12.972498382567409,42.142857142857146,11.759044700788081,29.77747252747253,0,0
2023-01-01,S01,ITEM_A,31.0,50.0,0,0,7.0,500.0,0.2,6,1,52,1,1,2023,52.0,43.0,50.0,46.0,59.0,41.0,8.326663997864449,44.0,11.415239476580947,42.57142857142857,11.895933234228723,29.838356164383562,0,0
2023-01-02,S01,ITEM_A,29.0,50.0,0,0,7.0,500.0,0.2,0,1,1,0,1,2023,31.0,36.0,46.0,32.0,30.0,39.285714285714285,9.050124966251058,42.642857142857146,11.7709364561595,41.57142857142857,11.637832849768614,29.84153005464481,0,0
2023-01-03,S01,ITEM_A,20.0,50.0,0,0,7.0,500.0,0.2,1,1,1,0,1,2023,29.0,43.0,39.0,29.0,46.0,38.285714285714285,9.827076298239852,41.42857142857143,12.264484596491698,41.535714285714285,11.676129948831957,29.839237057220707,0,0
2023-01-04,S01,ITEM_A,33.0,50.0,0,0,7.0,500.0,0.2,2,1,1,0,1,2023,20.0,32.0,34.0,32.0,35.0,35.0,11.661903789690568,40.07142857142857,13.538914203221672,40.607142857142854,12.32383804368526,29.8125,0,0
2023-01-05,S01,ITEM_A,21.0,50.0,0,0,7.0,500.0,0.2,3,1,1,0,1,2023,33.0,50.0,69.0,40.0,34.0,35.142857142857146,11.625096005747924,40.0,13.5759969176371,40.535714285714285,12.36327339746756,29.821138211382113,0,0
2023-01-06,S01,ITEM_A,21.0,50.0,0,0,7.0,500.0,0.2,4,1,1,0,1,2023,21.0,31.0,31.0,43.0,26.0,31.0,10.567244989431556,36.57142857142857,11.607121724410163,40.07142857142857,12.852233042545338,29.7972972972973,0,0
2023-01-07,S01,ITEM_A,38.0,50.0,1,0,7.0,500.0,0.2,5,1,1,1,1,2023,21.0,52.0,60.0,68.0,56.0,29.571428571428573,11.222850838908123,35.857142857142854,12.26538056643821,39.892857142857146,13.087566295319828,29.77358490566038,0,0
2023-01-08,S01,ITEM_A,42.0,50.0,0,0,7.0,500.0,0.2,6,1,1,1,1,2023,38.0,31.0,43.0,50.0,46.0,27.571428571428573,7.020378500174638,34.285714285714285,10.1634985756236,39.25,12.703528235479688,29.795698924731184,0,0
2023-01-09,S01,ITEM_A,22.0,50.0,0,0,7.0,500.0,0.2,0,1,2,0,1,2023,42.0,29.0,36.0,46.0,32.0,29.142857142857142,8.896227129680144,34.214285714285715,10.100864939571865,39.107142857142854,12.647175898241402,29.828418230563003,0,0
2023-01-10,S01,ITEM_A,28.0,50.0,0,0,7.0,500.0,0.2,1,1,2,0,1,2023,22.0,20.0,43.0,39.0,29.0,28.142857142857142,9.299257522845059,33.214285714285715,10.59156828242722,38.75,12.991806534775565,29.807486631016044,0,0
2023-01-11,S01,ITEM_A,29.0,50.0,0,0,7.0,500.0,0.2,2,1,2,0,1,2023,28.0,33.0,32.0,34.0,32.0,29.285714285714285,8.596787882968949,32.142857142857146,10.279607466743526,38.714285714285715,13.02094365032633,29.802666666666667,0,0
2023-01-12,S01,ITEM_A,25.0,50.0,0,0,7.0,500.0,0.2,3,1,2,0,1,2023,29.0,21.0,50.0,69.0,40.0,28.714285714285715,8.440266301373146,31.928571428571427,10.314025444952152,38.607142857142854,13.090395930164437,29.800531914893618,0,0
2023-01-13,S01,ITEM_A,21.0,50.0,0,0,7.0,500.0,0.2,4,1,2,0,1,2023,25.0,21.0,31.0,31.0,43.0,29.285714285714285,7.952238379104029,30.142857142857142,9.028647934019967,38.07142857142857,13.335912448968795,29.787798408488065,0,0
2023-01-14,S01,ITEM_A,27.0,50.0,0,0,7.0,500.0,0.2,5,1,2,1,1,2023,21.0,38.0,52.0,60.0,68.0,29.285714285714285,7.952238379104029,29.428571428571427,9.3456224694056,37.285714285714285,13.678469545257215,29.764550264550266,0,0
2023-01-15,S01,ITEM_A,30.0,50.0,0,0,7.0,500.0,0.2,6,1,2,1,1,2023,27.0,42.0,31.0,43.0,50.0,27.714285714285715,6.969320524371695,27.642857142857142,6.720887565666389,35.82142857142857,12.403863112184855,29.757255936675463,0,0
2023-01-16,S01,ITEM_A,17.0,50.0,0,0,7.0,500.0,0.2,0,1,3,0,1,2023,30.0,22.0,29.0,36.0,46.0,26.0,3.464101615137775,27.571428571428573,6.687695770986755,35.107142857142854,12.129972934274974,29.757894736842104,0,0
2023-01-17,S01,ITEM_A,30.0,50.0,0,0,7.0,500.0,0.2,1,1,3,0,1,2023,17.0,28.0,20.0,43.0,39.0,25.285714285714285,4.7157284949512785,26.714285714285715,7.23696251017136,34.07142857142857,12.400503488668791,29.724409448818896,0,0
2023-01-18,S01,ITEM_A,22.0,50.0,0,0,7.0,500.0,0.2,2,1,3,0,1,2023,30.0,29.0,33.0,32.0,34.0,25.571428571428573,4.961758520831884,27.428571428571427,7.013331104889644,33.75,12.384652987856773,29.725130890052355,0,0
2023-01-19,S01,ITEM_A,0.0,50.0,0,0,7.0,500.0,0.2,3,1,3,0,1,2023,22.0,25.0,21.0,50.0,69.0,24.571428571428573,4.859943170351676,26.642857142857142,6.957089829885645,33.32142857142857,12.581743303305174,29.704960835509137,0,0
2023-01-20,S01,ITEM_A,28.0,50.0,0,0,7.0,500.0,0.2,4,1,3,0,1,2023,0.0,21.0,21.0,31.0,31.0,21.0,10.456258094238777,25.142857142857142,9.90615304403619,30.857142857142858,12.082170168427362,29.627604166666668,0,0
2023-01-21,S01,ITEM_A,0.0,50.0,0,0,7.0,500.0,0.2,5,1,3,1,1,2023,28.0,27.0,38.0,52.0,60.0,22.0,10.785793124908981,25.642857142857142,9.85750118794459,30.75,12.094152244722185,29.623376623376622,0,0
2023-01-22,S01,ITEM_A,44.0,50.0,0,0,7.0,500.0,0.2,6,1,3,1,1,2023,0.0,30.0,42.0,31.0,43.0,18.142857142857142,13.246742636444303,22.928571428571427,11.316864785417728,28.607142857142858,12.03494690848062,29.54663212435233,0,0
2023-01-23,S01,ITEM_A,31.0,50.0,0,0,7.0,500.0,0.2,0,1,4,0,1,2023,44.0,17.0,22.0,29.0,36.0,20.142857142857142,16.087558043703353,23.071428571428573,11.585563202765501,28.642857142857142,12.080637356604953,29.583979328165373,0,0
2023-01-24,S01,ITEM_A,25.0,50.0,0,0,7.0,500.0,0.2,1,1,4,0,1,2023,31.0,30.0,28.0,20.0,43.0,22.142857142857142,16.496752927253823,23.714285714285715,11.769769433912963,28.464285714285715,12.004573643398942,29.587628865979383,0,0
2023-01-25,S01,ITEM_A,28.0,50.0,0,0,7.0,500.0,0.2,2,1,4,0,1,2023,25.0,22.0,29.0,33.0,32.0,21.428571428571427,16.205525218858174,23.5,11.712912007366356,27.821428571428573,11.674770428161091,29.575835475578405,0,0
2023-01-26,S01,ITEM_A,25.0,50.0,0,0,7.0,500.0,0.2,3,1,4,0,1,2023,28.0,0.0,25.0,21.0,50.0,22.285714285714285,16.398315825253594,23.428571428571427,11.679793766055191,27.678571428571427,11.64618383349662,29.57179487179487,0,0
2023-01-27,S01,ITEM_A,32.0,50.0,0,0,7.0,500.0,0.2,4,1,4,0,1,2023,25.0,28.0,21.0,21.0,31.0,25.857142857142858,13.133019092203842,23.428571428571427,11.679793766055191,26.785714285714285,10.799029938797641,29.56010230179028,0,0
2023-01-28,S01,ITEM_A,30.0,50.0,0,0,7.0,500.0,0.2,5,1,4,1,1,2023,32.0,0.0,27.0,38.0,52.0,26.428571428571427,13.327379623131012,24.214285714285715,11.872259660677438,26.821428571428573,10.815125113327696,29.566326530612244,0,0
2023-01-29,S01,ITEM_A,36.0,50.0,1,0,7.0,500.0,0.2,6,1,4,1,1,2023,30.0,44.0,30.0,42.0,31.0,30.714285714285715,6.4733887497014715,24.428571428571427,11.9532054646074,26.035714285714285,9.6550970720599,29.567430025445294,0,0
2023-01-30,S01,ITEM_A,36.0,50.0,1,0,7.0,500.0,0.2,0,1,5,0,1,2023,36.0,31.0,17.0,22.0,29.0,29.571428571428573,3.952094080237387,24.857142857142858,12.271650524416263,26.214285714285715,9.795528620364555,29.583756345177665,0,0
2023-01-31,S01,ITEM_A,27.0,50.0,0,0,7.0,500.0,0.2,1,1,5,0,1,2023,36.0,25.0,30.0,28.0,20.0,30.285714285714285,4.644505202002501,26.214285714285715,12.385963342109783,26.464285714285715,9.95724989125138,29.6,0,0
2023-02-01,S01,ITEM_A,23.0,50.0,0,0,7.0,500.0,0.2,2,2,5,0,1,2023,27.0,28.0,22.0,29.0,33.0,30.571428571428573,4.314979445958845,26.0,12.34130026811161,26.714285714285715,9.876485890486238,29.593434343434343,0,0
2023-02-02,S01,ITEM_A,21.0,50.0,0,0,7.0,500.0,0.2,3,2,5,0,1,2023,23.0,25.0,0.0,25.0,21.0,29.857142857142858,5.145501965424776,26.071428571428573,12.319242519884721,26.357142857142858,9.821421356418716,29.57682619647355,0,0
2023-02-03,S01,ITEM_A,22.0,50.0,0,0,7.0,500.0,0.2,4,2,5,0,1,2023,21.0,32.0,28.0,21.0,21.0,29.285714285714285,5.936168397046621,27.571428571428573,9.95153088891184,26.357142857142858,9.821421356418716,29.555276381909547,0,0
2023-02-04,S01,ITEM_A,51.0,50.0,1,0,7.0,500.0,0.2,5,2,5,1,1,2023,22.0,30.0,0.0,27.0,38.0,27.857142857142858,6.3620901028035135,27.142857142857142,10.060258009056756,26.392857142857142,9.803020266693656,29.536340852130326,0,0
2023-02-05,S01,ITEM_A,42.0,50.0,0,0,7.0,500.0,0.2,6,2,5,1,1,2023,51.0,36.0,44.0,30.0,42.0,30.857142857142858,10.884676865951976,30.785714285714285,8.603921927090694,26.857142857142858,10.644818895226424,29.59,0,0
2023-02-06,S01,ITEM_A,26.0,50.0,0,0,7.0,500.0,0.2,0,2,6,0,1,2023,42.0,36.0,31.0,17.0,22.0,31.714285714285715,11.571722512433551,30.642857142857142,8.381363418158902,26.857142857142858,10.644818895226424,29.620947630922693,0,0
2023-02-07,S01,ITEM_A,18.0,50.0,0,0,7.0,500.0,0.2,1,2,6,0,1,2023,26.0,27.0,25.0,30.0,28.0,30.285714285714285,11.571722512433558,30.285714285714285,8.4710236546855,27.0,10.603982480391252,29.611940298507463,0,0
2023-02-08,S01,ITEM_A,16.0,50.0,0,0,7.0,500.0,0.2,2,2,6,0,1,2023,18.0,23.0,28.0,22.0,29.0,29.0,12.463279397226605,29.785714285714285,8.997252327824809,26.642857142857142,10.736625739734643,29.583126550868485,0,0
