date,store_id,item_id,qty_sold,unit_cost,promo_flag,stockout_flag,lead_time,ordering_cost,holding_rate
2023-11-02,S01,ITEM_C,86,80,0,0,7,500,0.2
2023-11-03,S01,ITEM_C,81,80,0,0,7,500,0.2
2023-11-04,S01,ITEM_C,100,80,0,0,7,500,0.2
2023-11-05,S01,ITEM_C,90,80,0,0,7,500,0.2
2023-11-06,S01,ITEM_C,73,80,0,0,7,500,0.2
2023-11-07,S01,ITEM_C,80,80,0,0,7,500,0.2
2023-11-08,S01,ITEM_C,83,80,0,0,7,500,0.2
2023-11-09,S01,ITEM_C,93,80,0,0,7,500,0.2
2023-11-10,S01,ITEM_C,87,80,0,0,7,500,0.2
2023-11-11,S01,ITEM_C,112,80,0,0,7,500,0.2
2023-11-12,S01,ITEM_C,106,80,0,0,7,500,0.2
2023-11-13,S01,ITEM_C,70,80,0,0,7,500,0.2
2023-11-14,S01,ITEM_C,79,80,0,0,7,500,0.2
2023-11-15,S01,ITEM_C,84,80,0,0,7,500,0.2
2023-11-16,S01,ITEM_C,0,80,0,1,7,500,0.2
2023-11-17,S01,ITEM_C,74,80,0,0,7,500,0.2
2023-11-18,S01,ITEM_C,105,80,0,0,7,500,0.2
2023-11-19,S01,ITEM_C,97,80,0,0,7,500,0.2
2023-11-20,S01,ITEM_C,84,80,0,0,7,500,0.2
2023-11-21,S01,ITEM_C,73,80,0,0,7,500,0.2
2023-11-22,S01,ITEM_C,77,80,0,0,7,500,0.2
2023-11-23,S01,ITEM_C,83,80,0,0,7,500,0.2
2023-11-24,S01,ITEM_C,75,80,0,0,7,500,0.2
2023-11-25,S01,ITEM_C,94,80,0,0,7,500,0.2
2023-11-26,S01,ITEM_C,99,80,0,0,7,500,0.2
2023-11-27,S01,ITEM_C,75,80,0,0,7,500,0.2
2023-11-28,S01,ITEM_C,97,80,1,0,7,500,0.2
2023-11-29,S01,ITEM_C,90,80,0,0,7,500,0.2
2023-11-30,S01,ITEM_C,86,80,0,0,7,500,0.2
2023-12-01,S01,ITEM_C,83,80,0,0,7,500,0.2
2023-12-02,S01,ITEM_C,110,80,0,0,7,500,0.2
2023-12-03,S01,ITEM_C,139,80,1,0,7,500,0.2
2023-12-04,S01,ITEM_C,74,80,0,0,7,500,0.2
2023-12-05,S01,ITEM_C,73,80,0,0,7,500,0.2
2023-12-06,S01,ITEM_C,81,80,0,0,7,500,0.2
2023-12-07,S01,ITEM_C,79,80,0,0,7,500,0.2
2023-12-08,S01,ITEM_C,86,80,0,0,7,500,0.2
2023-12-09,S01,ITEM_C,153,80,1,0,7,500,0.2
2023-12-10,S01,ITEM_C,100,80,0,0,7,500,0.2
2023-12-11,S01,ITEM_C,82,80,0,0,7,500,0.2
2023-12-12,S01,ITEM_C,75,80,0,0,7,500,0.2
2023-12-13,S01,ITEM_C,104,80,0,0,7,500,0.2
2023-12-14,S01,ITEM_C,76,80,0,0,7,500,0.2
2023-12-15,S01,ITEM_C,70,80,0,0,7,500,0.2
2023-12-16,S01,ITEM_C,111,80,0,0,7,500,0.2
2023-12-17,S01,ITEM_C,94,80,0,0,7,500,0.2
2023-12-18,S01,ITEM_C,84,80,0,0,7,500,0.2
2023-12-19,S01,ITEM_C,120,80,1,0,7,500,0.2
2023-12-20,S01,ITEM_C,88,80,0,0,7,500,0.2
2023-12-21,S01,ITEM_C,87,80,0,0,7,500,0.2
2023-12-22,S01,ITEM_C,65,80,0,0,7,500,0.2
2023-12-23,S01,ITEM_C,120,80,0,0,7,500,0.2
2023-12-24,S01,ITEM_C,94,80,0,0,7,500,0.2
2023-12-25,S01,ITEM_C,86,80,0,0,7,500,0.2
2023-12-26,S01,ITEM_C,78,80,0,0,7,500,0.2
2023-12-27,S01,ITEM_C,73,80,0,0,7,500,0.2
2023-12-28,S01,ITEM_C,101,80,0,0,7,500,0.2
2023-12-29,S01,ITEM_C,79,80,0,0,7,500,0.2
2023-12-30,S01,ITEM_C,99,80,0,0,7,500,0.2
2023-12-31,S01,ITEM_C,128,80,1,0,7,500,0.2
2022-01-01,S01,ITEM_D,66,200,0,0,7,500,0.2
2022-01-02,S01,ITEM_D,57,200,0,0,7,500,0.2
2022-01-03,S01,ITEM_D,66,200,0,0,7,500,0.2
2022-01-04,S01,ITEM_D,53,200,0,0,7,500,0.2
2022-01-05,S01,ITEM_D,38,200,0,0,7,500,0.2
2022-01-06,S01,ITEM_D,46,200,0,0,7,500,0.2
2022-01-07,S01,ITEM_D,45,200,0,0,7,500,0.2
2022-01-08,S01,ITEM_D,64,200,0,0,7,500,0.2
2022-01-09,S01,ITEM_D,57,200,0,0,7,500,0.2
2022-01-10,S01,ITEM_D,54,200,0,0,7,500,0.2
2022-01-11,S01,ITEM_D,55,200,0,0,7,500,0.2
2022-01-12,S01,ITEM_D,47,200,0,0,7,500,0.2
2022-01-13,S01,ITEM_D,50,200,0,0,7,500,0.2
2022-01-14,S01,ITEM_D,0,200,0,1,7,500,0.2
2022-01-15,S01,ITEM_D,70,200,0,0,7,500,0.2
2022-01-16,S01,ITEM_D,52,200,0,0,7,500,0.2
2022-01-17,S01,ITEM_D,44,200,0,0,7,500,0.2
2022-01-18,S01,ITEM_D,40,200,0,0,7,500,0.2
2022-01-19,S01,ITEM_D,41,200,0,0,7,500,0.2
2022-01-20,S01,ITEM_D,58,200,0,0,7,500,0.2
2022-01-21,S01,ITEM_D,44,200,0,0,7,500,0.2
2022-01-22,S01,ITEM_D,83,200,1,0,7,500,0.2
2022-01-23,S01,ITEM_D,57,200,0,0,7,500,0.2
2022-01-24,S01,ITEM_D,41,200,0,0,7,500,0.2
2022-01-25,S01,ITEM_D,39,200,0,0,7,500,0.2
2022-01-26,S01,ITEM_D,56,200,1,0,7,500,0.2
2022-01-27,S01,ITEM_D,44,200,0,0,7,500,0.2
2022-01-28,S01,ITEM_D,52,200,0,0,7,500,0.2
2022-01-29,S01,ITEM_D,0,200,0,1,7,500,0.2
2022-01-30,S01,ITEM_D,58,200,0,0,7,500,0.2
2022-01-31,S01,ITEM_D,0,200,1,1,7,500,0.2
2022-02-01,S01,ITEM_D,42,200,0,0,7,500,0.2
2022-02-02,S01,ITEM_D,49,200,0,0,7,500,0.2
2022-02-03,S01,ITEM_D,51,200,0,0,7,500,0.2
2022-02-04,S01,ITEM_D,36,200,0,0,7,500,0.2
2022-02-05,S01,ITEM_D,68,200,0,0,7,500,0.2
2022-02-06,S01,ITEM_D,53,200,0,0,7,500,0.2
2022-02-07,S01,ITEM_D,43,200,0,0,7,500,0.2
2022-02-08,S01,ITEM_D,0,200,0,1,7,500,0.2
2022-02-09,S01,ITEM_D,48,200,0,0,7,500,0.2
2022-02-10,S01,ITEM_D,62,200,1,0,7,500,0.2
2022-02-11,S01,ITEM_D,51,200,0,0,7,500,0.2
2022-02-12,S01,ITEM_D,44,200,0,0,7,500,0.2
2022-02-13,S01,ITEM_D,57,200,0,0,7,500,0.2
2022-02-14,S01,ITEM_D,0,200,0,1,7,500,0.2
2022-02-15,S01,ITEM_D,55,200,0,0,7,500,0.2
2022-02-16,S01,ITEM_D,0,200,0,1,7,500,0.2
2022-02-17,S01,ITEM_D,46,200,0,0,7,500,0.2
2022-02-18,S01,ITEM_D,40,200,0,0,7,500,0.2
2022-02-19,S01,ITEM_D,59,200,0,0,7,500,0.2
2022-02-20,S01,ITEM_D,53,200,0,0,7,500,0.2
2022-02-21,S01,ITEM_D,47,200,0,0,7,500,0.2
2022-02-22,S01,ITEM_D,28,200,0,0,7,500,0.2
2022-02-23,S01,ITEM_D,38,200,0,0,7,500,0.2
2022-02-24,S01,ITEM_D,48,200,0,0,7,500,0.2
2022-02-25,S01,ITEM_D,46,200,0,0,7,500,0.2
2022-02-26,S01,ITEM_D,82,200,1,0,7,500,0.2
2022-02-27,S01,ITEM_D,74,200,0,0,7,500,0.2
2022-02-28,S01,ITEM_D,41,200,0,0,7,500,0.2
2022-03-01,S01,ITEM_D,55,200,0,0,7,500,0.2
2022-03-02,S01,ITEM_D,37,200,0,0,7,500,0.2
2022-03-03,S01,ITEM_D,55,200,0,0,7,500,0.2
2022-03-04,S01,ITEM_D,78,200,1,0,7,500,0.2
2022-03-05,S01,ITEM_D,97,200,1,0,7,500,0.2
2022-03-06,S01,ITEM_D,67,200,0,0,7,500,0.2
2022-03-07,S01,ITEM_D,39,200,0,0,7,500,0.2
2022-03-08,S01,ITEM_D,50,200,0,0,7,500,0.2
2022-03-09,S01,ITEM_D,54,200,0,0,7,500,0.2
2022-03-10,S01,ITEM_D,41,200,0,0,7,500,0.2
2022-03-11,S01,ITEM_D,44,200,0,0,7,500,0.2
2022-03-12,S01,ITEM_D,0,200,0,1,7,500,0.2
2022-03-13,S01,ITEM_D,84,200,1,0,7,500,0.2
2022-03-14,S01,ITEM_D,42,200,0,0,7,500,0.2
2022-03-15,S01,ITEM_D,40,200,0,0,7,500,0.2
2022-03-16,S01,ITEM_D,40,200,0,0,7,500,0.2
2022-03-17,S01,ITEM_D,64,200,1,0,7,500,0.2
2022-03-18,S01,ITEM_D,37,200,0,0,7,500,0.2
2022-03-19,S01,ITEM_D,59,200,0,0,7,500,0.2
2022-03-20,S01,ITEM_D,87,200,1,0,7,500,0.2
2022-03-21,S01,ITEM_D,43,200,0,0,7,500,0.2
2022-03-22,S01,ITEM_D,54,200,0,0,7,500,0.2
2022-03-23,S01,ITEM_D,48,200,0,0,7,500,0.2
2022-03-24,S01,ITEM_D,53,200,0,0,7,500,0.2
2022-03-25,S01,ITEM_D,43,200,0,0,7,500,0.2
2022-03-26,S01,ITEM_D,59,200,0,0,7,500,0.2
2022-03-27,S01,ITEM_D,59,200,0,0,7,500,0.2
2022-03-28,S01,ITEM_D,28,200,0,0,7,500,0.2
2022-03-29,S01,ITEM_D,42,200,0,0,7,500,0.2
2022-03-30,S01,ITEM_D,52,200,1,0,7,500,0.2
2022-03-31,S01,ITEM_D,51,200,0,0,7,500,0.2
2022-04-01,S01,ITEM_D,49,200,0,0,7,500,0.2
2022-04-02,S01,ITEM_D,63,200,0,0,7,500,0.2
2022-04-03,S01,ITEM_D,84,200,1,0,7,500,0.2
2022-04-04,S01,ITEM_D,45,200,0,0,7,500,0.2
2022-04-05,S01,ITEM_D,0,200,0,1,7,500,0.2
2022-04-06,S01,ITEM_D,44,200,0,0,7,500,0.2
2022-04-07,S01,ITEM_D,62,200,1,0,7,500,0.2
2022-04-08,S01,ITEM_D,46,200,0,0,7,500,0.2
2022-04-09,S01,ITEM_D,73,200,0,0,7,500,0.2
2022-04-10,S01,ITEM_D,48,200,0,0,7,500,0.2
2022-04-11,S01,ITEM_D,53,200,0,0,7,500,0.2
2022-04-12,S01,ITEM_D,39,200,0,0,7,500,0.2
2022-04-13,S01,ITEM_D,40,200,0,0,7,500,0.2
2022-04-14,S01,ITEM_D,53,200,0,0,7,500,0.2
2022-04-15,S01,ITEM_D,46,200,0,0,7,500,0.2
2022-04-16,S01,ITEM_D,63,200,0,0,7,500,0.2
2022-04-17,S01,ITEM_D,112,200,1,0,7,500,0.2
2022-04-18,S01,ITEM_D,53,200,0,0,7,500,0.2
2022-04-19,S01,ITEM_D,43,200,0,0,7,500,0.2
2022-04-20,S01,ITEM_D,54,200,0,0,7,500,0.2
2022-04-21,S01,ITEM_D,47,200,0,0,7,500,0.2
2022-04-22,S01,ITEM_D,57,200,1,0,7,500,0.2
2022-04-23,S01,ITEM_D,55,200,0,0,7,500,0.2
2022-04-24,S01,ITEM_D,57,200,0,0,7,500,0.2
2022-04-25,S01,ITEM_D,54,200,0,0,7,500,0.2
2022-04-26,S01,ITEM_D,0,200,0,1,7,500,0.2
2022-04-27,S01,ITEM_D,73,200,1,0,7,500,0.2
2022-04-28,S01,ITEM_D,58,200,0,0,7,500,0.2
2022-04-29,S01,ITEM_D,50,200,0,0,7,500,0.2
2022-04-30,S01,ITEM_D,79,200,1,0,7,500,0.2
2022-05-01,S01,ITEM_D,67,200,0,0,7,500,0.2
2022-05-02,S01,ITEM_D,47,200,0,0,7,500,0.2
2022-05-03,S01,ITEM_D,38,200,0,0,7,500,0.2
2022-05-04,S01,ITEM_D,39,200,0,0,7,500,0.2
2022-05-05,S01,ITEM_D,70,200,1,0,7,500,0.2
2022-05-06,S01,ITEM_D,0,200,0,1,7,500,0.2
2022-05-07,S01,ITEM_D,69,200,1,0,7,500,0.2
2022-05-08,S01,ITEM_D,49,200,0,0,7,500,0.2
2022-05-09,S01,ITEM_D,78,200,1,0,7,500,0.2
2022-05-10,S01,ITEM_D,53,200,0,0,7,500,0.2
2022-05-11,S01,ITEM_D,46,200,0,0,7,500,0.2
2022-05-12,S01,ITEM_D,39,200,0,0,7,500,0.2
2022-05-13,S01,ITEM_D,62,200,1,0,7,500,0.2
2022-05-14,S01,ITEM_D,0,200,0,1,7,500,0.2
2022-05-15,S01,ITEM_D,89,200,1,0,7,500,0.2
2022-05-16,S01,ITEM_D,50,200,0,0,7,500,0.2
2022-05-17,S01,ITEM_D,34,200,0,0,7,500,0.2
2022-05-18,S01,ITEM_D,52,200,0,0,7,500,0.2
2022-05-19,S01,ITEM_D,41,200,0,0,7,500,0.2
2022-05-20,S01,ITEM_D,0,200,0,1,7,500,0.2
2022-05-21,S01,ITEM_D,56,200,0,0,7,500,0.2
2022-05-22,S01,ITEM_D,81,200,1,0,7,500,0.2
2022-05-23,S01,ITEM_D,42,200,0,0,7,500,0.2
2022-05-24,S01,ITEM_D,44,200,0,0,7,500,0.2
2022-05-25,S01,ITEM_D,65,200,0,0,7,500,0.2
2022-05-26,S01,ITEM_D,44,200,0,0,7,500,0.2
2022-05-27,S01,ITEM_D,40,200,0,0,7,500,0.2
2022-05-28,S01,ITEM_D,56,200,0,0,7,500,0.2
2022-05-29,S01,ITEM_D,59,200,0,0,7,500,0.2
2022-05-30,S01,ITEM_D,54,200,0,0,7,500,0.2
2022-05-31,S01,ITEM_D,39,200,0,0,7,500,0.2
2022-06-01,S01,ITEM_D,37,200,0,0,7,500,0.2
2022-06-02,S01,ITEM_D,43,200,0,0,7,500,0.2
2022-06-03,S01,ITEM_D,44,200,0,0,7,500,0.2
2022-06-04,S01,ITEM_D,61,200,0,0,7,500,0.2
2022-06-05,S01,ITEM_D,62,200,0,0,7,500,0.2
2022-06-06,S01,ITEM_D,37,200,0,0,7,500,0.2
2022-06-07,S01,ITEM_D,54,200,0,0,7,500,0.2
2022-06-08,S01,ITEM_D,44,200,0,0,7,500,0.2
2022-06-09,S01,ITEM_D,0,200,0,1,7,500,0.2
2022-06-10,S01,ITEM_D,39,200,0,0,7,500,0.2
2022-06-11,S01,ITEM_D,0,200,0,1,7,500,0.2
2022-06-12,S01,ITEM_D,74,200,0,0,7,500,0.2
2022-06-13,S01,ITEM_D,50,200,0,0,7,500,0.2
2022-06-14,S01,ITEM_D,83,200,1,0,7,500,0.2
2022-06-15,S01,ITEM_D,47,200,0,0,7,500,0.2
2022-06-16,S01,ITEM_D,46,200,0,0,7,500,0.2
2022-06-17,S01,ITEM_D,50,200,0,0,7,500,0.2
2022-06-18,S01,ITEM_D,65,200,0,0,7,500,0.2
2022-06-19,S01,ITEM_D,64,200,0,0,7,500,0.2
2022-06-20,S01,ITEM_D,45,200,0,0,7,500,0.2
2022-06-21,S01,ITEM_D,40,200,0,0,7,500,0.2
2022-06-22,S01,ITEM_D,0,200,0,1,7,500,0.2
2022-06-23,S01,ITEM_D,48,200,0,0,7,500,0.2
2022-06-24,S01,ITEM_D,42,200,0,0,7,500,0.2
2022-06-25,S01,ITEM_D,52,200,0,0,7,500,0.2
2022-06-26,S01,ITEM_D,61,200,0,0,7,500,0.2
2022-06-27,S01,ITEM_D,62,200,1,0,7,500,0.2
2022-06-28,S01,ITEM_D,38,200,0,0,7,500,0.2
2022-06-29,S01,ITEM_D,39,200,0,0,7,500,0.2
2022-06-30,S01,ITEM_D,0,200,0,1,7,500,0.2
2022-07-01,S01,ITEM_D,46,200,0,0,7,500,0.2
2022-07-02,S01,ITEM_D,47,200,0,0,7,500,0.2
2022-07-03,S01,ITEM_D,52,200,0,0,7,500,0.2
2022-07-04,S01,ITEM_D,46,200,0,0,7,500,0.2
2022-07-05,S01,ITEM_D,48,200,0,0,7,500,0.2
2022-07-06,S01,ITEM_D,46,200,0,0,7,500,0.2
2022-07-07,S01,ITEM_D,44,200,0,0,7,500,0.2
2022-07-08,S01,ITEM_D,0,200,0,1,7,500,0.2
2022-07-09,S01,ITEM_D,47,200,0,0,7,500,0.2
2022-07-10,S01,ITEM_D,71,200,0,0,7,500,0.2
2022-07-11,S01,ITEM_D,52,200,0,0,7,500,0.2
2022-07-12,S01,ITEM_D,49,200,0,0,7,500,0.2
2022-07-13,S01,ITEM_D,55,200,0,0,7,500,0.2
2022-07-14,S01,ITEM_D,41,200,0,0,7,500,0.2
2022-07-15,S01,ITEM_D,54,200,0,0,7,500,0.2
2022-07-16,S01,ITEM_D,58,200,0,0,7,500,0.2
2022-07-17,S01,ITEM_D,63,200,0,0,7,500,0.2
2022-07-18,S01,ITEM_D,49,200,0,0,7,500,0.2
2022-07-19,S01,ITEM_D,45,200,0,0,7,500,0.2
2022-07-20,S01,ITEM_D,50,200,0,0,7,500,0.2
2022-07-21,S01,ITEM_D,31,200,0,0,7,500,0.2
2022-07-22,S01,ITEM_D,51,200,0,0,7,500,0.2
2022-07-23,S01,ITEM_D,92,200,1,0,7,500,0.2
2022-07-24,S01,ITEM_D,58,200,0,0,7,500,0.2
2022-07-25,S01,ITEM_D,68,200,1,0,7,500,0.2
2022-07-26,S01,ITEM_D,51,200,0,0,7,500,0.2
2022-07-27,S01,ITEM_D,45,200,0,0,7,500,0.2
2022-07-28,S01,ITEM_D,46,200,0,0,7,500,0.2
2022-07-29,S01,ITEM_D,50,200,0,0,7,500,0.2
2022-07-30,S01,ITEM_D,66,200,0,0,7,500,0.2
2022-07-31,S01,ITEM_D,59,200,0,0,7,500,0.2
2022-08-01,S01,ITEM_D,54,200,0,0,7,500,0.2
2022-08-02,S01,ITEM_D,47,200,0,0,7,500,0.2
2022-08-03,S01,ITEM_D,58,200,0,0,7,500,0.2
2022-08-04,S01,ITEM_D,54,200,0,0,7,500,0.2
2022-08-05,S01,ITEM_D,39,200,0,0,7,500,0.2
2022-08-06,S01,ITEM_D,68,200,0,0,7,500,0.2
2022-08-07,S01,ITEM_D,60,200,0,0,7,500,0.2
2022-08-08,S01,ITEM_D,50,200,0,0,7,500,0.2
2022-08-09,S01,ITEM_D,35,200,0,0,7,500,0.2
2022-08-10,S01,ITEM_D,45,200,0,0,7,500,0.2
2022-08-11,S01,ITEM_D,68,200,0,0,7,500,0.2
2022-08-12,S01,ITEM_D,72,200,1,0,7,500,0.2
2022-08-13,S01,ITEM_D,59,200,0,0,7,500,0.2
2022-08-14,S01,ITEM_D,97,200,1,0,7,500,0.2
2022-08-15,S01,ITEM_D,52,200,0,0,7,500,0.2
2022-08-16,S01,ITEM_D,52,200,0,0,7,500,0.2
2022-08-17,S01,ITEM_D,37,200,0,0,7,500,0.2
2022-08-18,S01,ITEM_D,52,200,0,0,7,500,0.2
2022-08-19,S01,ITEM_D,47,200,0,0,7,500,0.2
2022-08-20,S01,ITEM_D,45,200,0,0,7,500,0.2
2022-08-21,S01,ITEM_D,63,200,0,0,7,500,0.2
2022-08-22,S01,ITEM_D,56,200,0,0,7,500,0.2
2022-08-23,S01,ITEM_D,42,200,0,0,7,500,0.2
2022-08-24,S01,ITEM_D,40,200,0,0,7,500,0.2
2022-08-25,S01,ITEM_D,38,200,0,0,7,500,0.2
2022-08-26,S01,ITEM_D,51,200,0,0,7,500,0.2
2022-08-27,S01,ITEM_D,67,200,0,0,7,500,0.2
2022-08-28,S01,ITEM_D,48,200,0,0,7,500,0.2
2022-08-29,S01,ITEM_D,47,200,0,0,7,500,0.2
2022-08-30,S01,ITEM_D,63,200,1,0,7,500,0.2
2022-08-31,S01,ITEM_D,54,200,0,0,7,500,0.2
2022-09-01,S01,ITEM_D,55,200,0,0,7,500,0.2
2022-09-02,S01,ITEM_D,46,200,0,0,7,500,0.2
2022-09-03,S01,ITEM_D,49,200,0,0,7,500,0.2
2022-09-04,S01,ITEM_D,69,200,0,0,7,500,0.2
2022-09-05,S01,ITEM_D,49,200,0,0,7,500,0.2
2022-09-06,S01,ITEM_D,47,200,0,0,7,500,0.2
2022-09-07,S01,ITEM_D,45,200,0,0,7,500,0.2
2022-09-08,S01,ITEM_D,42,200,0,0,7,500,0.2
2022-09-09,S01,ITEM_D,66,200,1,0,7,500,0.2
2022-09-10,S01,ITEM_D,87,200,1,0,7,500,0.2
2022-09-11,S01,ITEM_D,59,200,0,0,7,500,0.2
2022-09-12,S01,ITEM_D,43,200,0,0,7,500,0.2
2022-09-13,S01,ITEM_D,73,200,1,0,7,500,0.2
2022-09-14,S01,ITEM_D,54,200,0,0,7,500,0.2
2022-09-15,S01,ITEM_D,41,200,0,0,7,500,0.2
2022-09-16,S01,ITEM_D,45,200,0,0,7,500,0.2
2022-09-17,S01,ITEM_D,72,200,0,0,7,500,0.2
2022-09-18,S01,ITEM_D,68,200,0,0,7,500,0.2
2022-09-19,S01,ITEM_D,45,200,0,0,7,500,0.2
2022-09-20,S01,ITEM_D,60,200,1,0,7,500,0.2
2022-09-21,S01,ITEM_D,43,200,0,0,7,500,0.2
2022-09-22,S01,ITEM_D,46,200,0,0,7,500,0.2
2022-09-23,S01,ITEM_D,55,200,0,0,7,500,0.2
2022-09-24,S01,ITEM_D,93,200,1,0,7,500,0.2
2022-09-25,S01,ITEM_D,61,200,0,0,7,500,0.2
2022-09-26,S01,ITEM_D,55,200,0,0,7,500,0.2
2022-09-27,S01,ITEM_D,32,200,0,0,7,500,0.2
2022-09-28,S01,ITEM_D,42,200,0,0,7,500,0.2
2022-09-29,S01,ITEM_D,48,200,0,0,7,500,0.2
2022-09-30,S01,ITEM_D,34,200,0,0,7,500,0.2
2022-10-01,S01,ITEM_D,86,200,0,0,7,500,0.2
2022-10-02,S01,ITEM_D,88,200,0,0,7,500,0.2
2022-10-03,S01,ITEM_D,70,200,0,0,7,500,0.2
2022-10-04,S01,ITEM_D,48,200,0,0,7,500,0.2
2022-10-05,S01,ITEM_D,54,200,0,0,7,500,0.2
2022-10-06,S01,ITEM_D,75,200,0,0,7,500,0.2
2022-10-07,S01,ITEM_D,77,200,0,0,7,500,0.2
2022-10-08,S01,ITEM_D,90,200,0,0,7,500,0.2
2022-10-09,S01,ITEM_D,96,200,0,0,7,500,0.2
2022-10-10,S01,ITEM_D,74,200,0,0,7,500,0.2
2022-10-11,S01,ITEM_D,76,200,0,0,7,500,0.2
2022-10-12,S01,ITEM_D,63,200,0,0,7,500,0.2
2022-10-13,S01,ITEM_D,59,200,0,0,7,500,0.2
2022-10-14,S01,ITEM_D,70,200,0,0,7,500,0.2
2022-10-15,S01,ITEM_D,98,200,0,0,7,500,0.2
2022-10-16,S01,ITEM_D,82,200,0,0,7,500,0.2
2022-10-17,S01,ITEM_D,52,200,0,0,7,500,0.2
2022-10-18,S01,ITEM_D,68,200,0,0,7,500,0.2
2022-10-19,S01,ITEM_D,76,200,0,0,7,500,0.2
2022-10-20,S01,ITEM_D,64,200,0,0,7,500,0.2
2022-10-21,S01,ITEM_D,0,200,0,1,7,500,0.2
2022-10-22,S01,ITEM_D,107,200,0,0,7,500,0.2
2022-10-23,S01,ITEM_D,94,200,0,0,7,500,0.2
2022-10-24,S01,ITEM_D,0,200,0,1,7,500,0.2
2022-10-25,S01,ITEM_D,73,200,0,0,7,500,0.2
2022-10-26,S01,ITEM_D,60,200,0,0,7,500,0.2
2022-10-27,S01,ITEM_D,65,200,0,0,7,500,0.2
2022-10-28,S01,ITEM_D,69,200,0,0,7,500,0.2
2022-10-29,S01,ITEM_D,93,200,0,0,7,500,0.2
2022-10-30,S01,ITEM_D,107,200,0,0,7,500,0.2
2022-10-31,S01,ITEM_D,78,200,0,0,7,500,0.2
2022-11-01,S01,ITEM_D,85,200,0,0,7,500,0.2
2022-11-02,S01,ITEM_D,70,200,0,0,7,500,0.2
2022-11-03,S01,ITEM_D,74,200,0,0,7,500,0.2
2022-11-04,S01,ITEM_D,86,200,0,0,7,500,0.2
2022-11-05,S01,ITEM_D,87,200,0,0,7,500,0.2
2022-11-06,S01,ITEM_D,81,200,0,0,7,500,0.2
2022-11-07,S01,ITEM_D,63,200,0,0,7,500,0.2
2022-11-08,S01,ITEM_D,62,200,0,0,7,500,0.2
2022-11-09,S01,ITEM_D,81,200,0,0,7,500,0.2
2022-11-10,S01,ITEM_D,60,200,0,0,7,500,0.2
2022-11-11,S01,ITEM_D,76,200,0,0,7,500,0.2
2022-11-12,S01,ITEM_D,77,200,0,0,7,500,0.2
2022-11-13,S01,ITEM_D,103,200,0,0,7,500,0.2
2022-11-14,S01,ITEM_D,71,200,0,0,7,500,0.2
2022-11-15,S01,ITEM_D,74,200,0,0,7,500,0.2
2022-11-16,S01,ITEM_D,76,200,0,0,7,500,0.2
2022-11-17,S01,ITEM_D,107,200,1,0,7,500,0.2
2022-11-18,S01,ITEM_D,70,200,0,0,7,500,0.2
2022-11-19,S01,ITEM_D,88,200,0,0,7,500,0.2
2022-11-20,S01,ITEM_D,85,200,0,0,7,500,0.2
2022-11-21,S01,ITEM_D,68,200,0,0,7,500,0.2
2022-11-22,S01,ITEM_D,66,200,0,0,7,500,0.2
2022-11-23,S01,ITEM_D,75,200,0,0,7,500,0.2
2022-11-24,S01,ITEM_D,55,200,0,0,7,500,0.2
2022-11-25,S01,ITEM_D,63,200,0,0,7,500,0.2
2022-11-26,S01,ITEM_D,88,200,0,0,7,500,0.2
2022-11-27,S01,ITEM_D,85,200,0,0,7,500,0.2
2022-11-28,S01,ITEM_D,97,200,1,0,7,500,0.2
2022-11-29,S01,ITEM_D,74,200,0,0,7,500,0.2
2022-11-30,S01,ITEM_D,71,200,0,0,7,500,0.2
2022-12-01,S01,ITEM_D,62,200,0,0,7,500,0.2
2022-12-02,S01,ITEM_D,107,200,1,0,7,500,0.2
2022-12-03,S01,ITEM_D,88,200,0,0,7,500,0.2
2022-12-04,S01,ITEM_D,93,200,0,0,7,500,0.2
2022-12-05,S01,ITEM_D,68,200,0,0,7,500,0.2
2022-12-06,S01,ITEM_D,69,200,0,0,7,500,0.2
2022-12-07,S01,ITEM_D,69,200,0,0,7,500,0.2
2022-12-08,S01,ITEM_D,73,200,0,0,7,500,0.2
2022-12-09,S01,ITEM_D,64,200,0,0,7,500,0.2
2022-12-10,S01,ITEM_D,136,200,1,0,7,500,0.2
2022-12-11,S01,ITEM_D,107,200,0,0,7,500,0.2
2022-12-12,S01,ITEM_D,60,200,0,0,7,500,0.2
2022-12-13,S01,ITEM_D,0,200,0,1,7,500,0.2
2022-12-14,S01,ITEM_D,74,200,0,0,7,500,0.2
2022-12-15,S01,ITEM_D,0,200,0,1,7,500,0.2
2022-12-16,S01,ITEM_D,80,200,0,0,7,500,0.2
2022-12-17,S01,ITEM_D,96,200,0,0,7,500,0.2
2022-12-18,S01,ITEM_D,92,200,0,0,7,500,0.2
2022-12-19,S01,ITEM_D,77,200,0,0,7,500,0.2
2022-12-20,S01,ITEM_D,89,200,0,0,7,500,0.2
2022-12-21,S01,ITEM_D,0,200,0,1,7,500,0.2
2022-12-22,S01,ITEM_D,80,200,0,0,7,500,0.2
2022-12-23,S01,ITEM_D,69,200,0,0,7,500,0.2
2022-12-24,S01,ITEM_D,76,200,0,0,7,500,0.2
2022-12-25,S01,ITEM_D,93,200,0,0,7,500,0.2
2022-12-26,S01,ITEM_D,56,200,0,0,7,500,0.2
2022-12-27,S01,ITEM_D,60,200,0,0,7,500,0.2
2022-12-28,S01,ITEM_D,73,200,0,0,7,500,0.2
